Sno,Admission Number,Fee Head,Fees Assigned,concession,Paid,Due
486,10002890,Tuition Fees,45600,0,19000,26600
487,10002317,Tuition Fees,45600,0,19000,26600
488,10001695,Tuition Fees,45600,0,0,45600
489,10001633,Tuition Fees,45600,0,19000,26600
490,10002459,Tuition Fees,45600,6840,9690,29070
491,10001612,Tuition Fees,45600,9120,9120,27360
492,10001719,Tuition Fees,45600,0,19000,26600
493,10002092,Tuition Fees,45600,0,26600,19000
494,10002080,Tuition Fees,45600,0,19000,26600
495,10002051,Tuition Fees,45600,1000,29400,15200
496,10001813,Tuition Fees,45600,0,19000,26600
497,10002079,Tuition Fees,45600,0,19000,26600
498,10002193,Tuition Fees,45600,0,19000,26600
499,10001893,Tuition Fees,45600,0,19000,26600
500,10002313,Tuition Fees,45600,0,19000,26600
501,10001736,Tuition Fees,45600,6840,9690,29070
502,10001652,Tuition Fees,45600,0,15200,30400
503,10002323,Tuition Fees,45600,0,19000,26600
504,10001798,Tuition Fees,45600,0,26600,19000
505,10002319,Tuition Fees,45600,0,19000,26600
506,10001982,Tuition Fees,45600,1000,18000,26600
507,10001956,Tuition Fees,45600,0,45600,0
508,10001826,Tuition Fees,45600,0,19000,26600
509,10002037,Tuition Fees,45600,6300,26200,13100
510,10001987,Tuition Fees,45600,0,26600,19000
511,10002006,Tuition Fees,45600,9120,15200,21280
512,10001835,Tuition Fees,45600,0,19000,26600
513,10003304,Tuition Fees,45600,6840,0,38760
514,10002842,Tuition Fees,45600,0,11400,34200
515,10002382,Tuition Fees,45600,18000,27600,0
516,10001951,Tuition Fees,45600,0,3800,41800
517,10002278,Tuition Fees,45600,0,19000,26600
518,10002112,Tuition Fees,45600,0,45600,0
519,10002198,Tuition Fees,45600,0,19000,26600
520,10002455,Tuition Fees,45600,0,26600,19000
521,10001959,Tuition Fees,45600,0,3800,41800
522,10002705,Tuition Fees,45600,6300,16375,22925
523,10002023,Tuition Fees,45600,0,11400,34200
524,10001925,Tuition Fees,45600,18000,9200,18400
525,10002151,Tuition Fees,45600,22800,7400,15400
526,10001824,Tuition Fees,45600,0,26600,19000
527,10002306,Tuition Fees,45600,0,19000,26600
528,10002044,Tuition Fees,45600,6300,16375,22925
529,10001924,Tuition Fees,45600,0,19000,26600
530,10002062,Tuition Fees,45600,0,11400,34200
531,10002653,Tuition Fees,45600,0,15200,30400
532,10002061,Tuition Fees,45600,6300,16375,22925
533,10002926,Tuition Fees,45600,0,26600,19000
534,10002490,Tuition Fees,45600,0,19000,26600
535,10002440,Tuition Fees,45600,0,19000,26600
536,10001968,Tuition Fees,45600,0,19000,26600
537,10001917,Tuition Fees,45600,0,19000,26600
538,10002496,Tuition Fees,45600,0,3800,41800
539,10002498,Tuition Fees,45600,0,19000,26600
540,10002499,Tuition Fees,45600,0,0,45600
541,10002497,Tuition Fees,45600,0,19000,26600
542,10002519,Tuition Fees,45600,0,11400,34200
543,10003266,Tuition Fees,45600,0,19000,26600
544,10003245,Tuition Fees,45600,6840,16150,22610
545,10003264,Tuition Fees,45600,0,19000,26600
546,10003103,Tuition Fees,45600,6300,9825,29475
547,10003104,Tuition Fees,45600,0,11400,34200
548,10001928,Tuition Fees,45600,18000,27600,0
549,10002373,Tuition Fees,45600,0,11400,34200
550,10002001,Tuition Fees,45600,0,19000,26600
551,10002804,Tuition Fees,45600,0,11400,34200
552,10002732,Tuition Fees,45600,0,19000,26600
553,10002500,Tuition Fees,45600,44400,0,1200
