Sno,Admission Number,Fee Head,Fee Head,Fees Assigned,concession,Paid,Due
1282,10003421,Admission Fee,WonderSkill Workshop,0,0,0,0
1283,10003422,Admission Fee,WonderSkill Workshop,0,0,0,0
1284,10003423,Admission Fee,WonderSkill Workshop,0,0,0,0
1285,10002921,Admission Fee,WonderSkill Workshop,0,0,0,0
1286,10001069,Admission Fee,WonderSkill Workshop,0,0,0,0
1287,10003424,Admission Fee,WonderSkill Workshop,0,0,0,0
1288,10003425,Admission Fee,WonderSkill Workshop,0,0,0,0
1289,10003426,Admission Fee,WonderSkill Workshop,0,0,0,0
1290,10001259,Admission Fee,WonderSkill Workshop,0,0,0,0
1291,10003427,Admission Fee,WonderSkill Workshop,0,0,0,0
1292,10003469,Admission Fee,WonderSkill Workshop,0,0,0,0
1293,10003429,Admission Fee,WonderSkill Workshop,0,0,0,0
1294,10002335,Admission Fee,WonderSkill Workshop,0,0,0,0
1295,10003430,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1296,10001137,Admission Fee,WonderSkill Workshop,0,0,0,0
1297,10003431,Admission Fee,WonderSkill Workshop,0,0,0,0
1298,10003432,Admission Fee,WonderSkill Workshop,0,0,0,0
1299,10003433,Admission Fee,WonderSkill Workshop,0,0,0,0
1300,10003434,Admission Fee,WonderSkill Workshop,0,0,0,0
1301,10001140,Admission Fee,WonderSkill Workshop,0,0,0,0
1302,10003435,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1303,10003436,Admission Fee,WonderSkill Workshop,0,0,0,0
1304,10003437,Admission Fee,WonderSkill Workshop,0,0,0,0
1305,10002605,Admission Fee,WonderSkill Workshop,0,0,0,0
1306,10001269,Admission Fee,WonderSkill Workshop,0,0,0,0
1307,10003438,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1308,10003439,Admission Fee,WonderSkill Workshop,0,0,0,0
1309,10001394,Admission Fee,WonderSkill Workshop,0,0,0,0
1310,10003440,Admission Fee,WonderSkill Workshop,0,0,0,0
1311,10003441,Admission Fee,WonderSkill Workshop,0,0,0,0
1312,10001113,Admission Fee,WonderSkill Workshop,0,0,0,0
1313,10003442,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1314,10003443,Admission Fee,WonderSkill Workshop,0,0,0,0
1315,10003444,Admission Fee,WonderSkill Workshop,0,0,0,0
1316,10001867,Admission Fee,WonderSkill Workshop,0,0,0,0
1317,10003445,Admission Fee,WonderSkill Workshop,0,0,0,0
1318,10001365,Admission Fee,WonderSkill Workshop,0,0,0,0
1319,10003446,Admission Fee,WonderSkill Workshop,0,0,0,0
1320,10003447,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1321,10003448,Admission Fee,WonderSkill Workshop,0,0,0,0
1322,10003449,Admission Fee,WonderSkill Workshop,0,0,0,0
1323,10001209,Admission Fee,WonderSkill Workshop,0,0,0,0
1324,10001176,Admission Fee,WonderSkill Workshop,0,0,0,0
1325,10001136,Admission Fee,WonderSkill Workshop,0,0,0,0
1326,10002476,Admission Fee,WonderSkill Workshop,0,0,0,0
1327,10001949,Admission Fee,WonderSkill Workshop,0,0,0,0
1328,10001147,Admission Fee,WonderSkill Workshop,0,0,0,0
1329,10001186,Admission Fee,WonderSkill Workshop,0,0,0,0
1330,10001016,Admission Fee,WonderSkill Workshop,0,0,0,0
1331,10001173,Admission Fee,WonderSkill Workshop,0,0,0,0
1332,10003450,Admission Fee,WonderSkill Workshop,0,0,0,0
1333,10000975,Admission Fee,WonderSkill Workshop,0,0,0,0
1334,10001432,Admission Fee,WonderSkill Workshop,0,0,0,0
1335,10003451,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1336,10001678,Admission Fee,WonderSkill Workshop,0,0,0,0
1337,10001349,Admission Fee,WonderSkill Workshop,0,0,0,0
1338,10003452,Admission Fee,WonderSkill Workshop,0,0,0,0
1339,10003453,Admission Fee,WonderSkill Workshop,0,0,0,0
1340,10002922,Admission Fee,WonderSkill Workshop,0,0,0,0
1341,10002885,Admission Fee,WonderSkill Workshop,0,0,0,0
1342,10001003,Admission Fee,WonderSkill Workshop,0,0,0,0
1343,10002782,Admission Fee,WonderSkill Workshop,0,0,0,0
1344,10003454,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1345,10003455,Admission Fee,WonderSkill Workshop,0,0,0,0
1346,10001120,Admission Fee,WonderSkill Workshop,0,0,0,0
1347,10001012,Admission Fee,WonderSkill Workshop,0,0,0,0
1348,10001264,Admission Fee,WonderSkill Workshop,0,0,0,0
1349,10002139,Admission Fee,WonderSkill Workshop,0,0,0,0
1350,10000974,Admission Fee,WonderSkill Workshop,0,0,0,0
1351,1.00035E+13,Admission Fee,WonderSkill Workshop,0,0,0,0
1352,10003457,Admission Fee,WonderSkill Workshop,0,0,0,0
1353,10003458,Admission Fee,WonderSkill Workshop,0,0,0,0
1354,10003459,Admission Fee,WonderSkill Workshop,0,0,0,0
1355,10003460,Admission Fee,WonderSkill Workshop,0,0,0,0
1356,10003461,Admission Fee,WonderSkill Workshop,0,0,0,0
1357,10001055,Admission Fee,WonderSkill Workshop,0,0,0,0
1358,10003462,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1359,10003463,Admission Fee,WonderSkill Workshop,0,0,0,0
1360,10003464,Admission Fee,WonderSkill Workshop,0,0,0,0
1361,10003465,Admission Fee,WonderSkill Workshop,0,0,0,0
1362,10003456,Admission Fee,WonderSkill Workshop,0,0,0,0
1363,10003466,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1364,10001121,Admission Fee,WonderSkill Workshop,0,0,0,0
1365,10003467,Admission Fee,WonderSkill Workshop,0,0,0,0
1366,10002189,Admission Fee,WonderSkill Workshop,0,0,0,0
1367,10003388,Admission Fee,WonderSkill Workshop,0,0,0,0
1368,10003468,Admission Fee,WonderSkill Workshop,0,0,0,0
1369,10001966,Admission Fee,WonderSkill Workshop,0,0,0,0
1370,10003091,Admission Fee,WonderSkill Workshop,0,0,0,0
1371,10003470,Admission Fee,WonderSkill Workshop,0,0,0,0
1372,10002751,Admission Fee,WonderSkill Workshop,0,0,0,0
1373,10003428,Admission Fee,WonderSkill Workshop,0,0,0,0
1374,10003471,Admission Fee,WonderSkill Workshop,0,0,0,0
1375,10003472,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1380,10001378,Admission Fee,WonderSkill Workshop,0,0,0,0
1381,10001666,Admission Fee,WonderSkill Workshop,0,0,0,0
1382,10000954,Admission Fee,WonderSkill Workshop,0,0,0,0
1383,10001072,Admission Fee,WonderSkill Workshop,0,0,0,0
1384,10003473,Admission Fee,WonderSkill Workshop,0,0,0,0
1385,10001946,Admission Fee,WonderSkill Workshop,0,0,0,0
1386,10001229,Admission Fee,WonderSkill Workshop,0,0,0,0
1387,10001118,Admission Fee,WonderSkill Workshop,0,0,0,0
1388,10003474,Admission Fee,WonderSkill Workshop,0,0,0,0
1389,10001005,Admission Fee,WonderSkill Workshop,0,0,0,0
1390,10003475,Admission Fee,WonderSkill Workshop,0,0,0,0
1391,10003476,Admission Fee,WonderSkill Workshop,0,0,0,0
1392,10002880,Admission Fee,WonderSkill Workshop,0,0,0,0
1393,10003477,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1394,10003478,Admission Fee,WonderSkill Workshop,0,0,0,0
1395,10003479,Admission Fee,WonderSkill Workshop,0,0,0,0
1396,10003480,Admission Fee,WonderSkill Workshop,0,0,0,0
1397,10003481,Admission Fee,WonderSkill Workshop,0,0,0,0
1398,10003482,Admission Fee,WonderSkill Workshop,0,0,0,0
1399,10003483,Admission Fee,WonderSkill Workshop,0,0,0,0
1400,10003484,Admission Fee,WonderSkill Workshop,1000,0,1000,0
1401,10003485,Admission Fee,WonderSkill Workshop,0,0,0,0
1403,10003486,Admission Fee,WonderSkill Workshop,0,0,0,0
1404,10003487,Admission Fee,WonderSkill Workshop,0,0,0,0
1405,10003488,Admission Fee,WonderSkill Workshop,0,0,0,0
1406,10003489,Admission Fee,WonderSkill Workshop,0,0,0,0
